"species_id","common_name","taxonomic_name","method","Albany Thicket","Forests","Fynbos","Grassland","Indian Ocean Coastal Belt","Mixed","NA","Nama-Karoo","Other","Savanna","Succulent Karoo"
"237","Plover, Kittlitz's","Charadrius pecuarius","perc_cards",2,0,17,11,1,49,0,2,1,16,1
"238","Plover, Three-banded","Charadrius tricollaris","perc_pres",2,0,9,28,1,26,0,9,0,23,2
"238","Plover, Three-banded","Charadrius tricollaris","perc_cards",1,0,11,21,2,33,0,3,0,28,1
"239","Plover, Greater Sand","Charadrius leschenaultii","perc_pres",2,0,13,2,4,77,0,0,0,2,0
"239","Plover, Greater Sand","Charadrius leschenaultii","perc_cards",1,0,5,0,0,89,0,0,0,4,0
"240","Plover, Caspian","Charadrius asiaticus","perc_pres",2,0,0,7,0,32,0,12,0,46,0
"240","Plover, Caspian","Charadrius asiaticus","perc_cards",3,0,0,2,0,34,0,5,0,56,0
"241","Plover, Grey","Pluvialis squatarola","perc_pres",5,0,18,3,5,56,0,0,1,5,5
"241","Plover, Grey","Pluvialis squatarola","perc_cards",6,0,8,0,1,80,0,0,1,2,1
"242","Lapwing, Crowned","Vanellus coronatus","perc_pres",1,0,7,30,0,20,0,5,0,36,1
"242","Lapwing, Crowned","Vanellus coronatus","perc_cards",1,0,7,33,0,26,0,1,0,31,0
"243","Lapwing, Black-winged","Vanellus melanopterus","perc_pres",2,0,5,41,2,43,0,0,0,6,0
"243","Lapwing, Black-winged","Vanellus melanopterus","perc_cards",1,0,9,26,1,62,0,0,0,2,0
"244","Lapwing, Senegal","Vanellus lugubris","perc_pres",0,0,0,0,2,17,0,0,0,80,0
"244","Lapwing, Senegal","Vanellus lugubris","perc_cards",0,0,0,0,0,18,0,0,0,82,0
"245","Lapwing, Blacksmith","Vanellus armatus","perc_pres",1,0,8,33,1,23,0,7,0,25,2
"245","Lapwing, Blacksmith","Vanellus armatus","perc_cards",1,0,11,29,1,31,0,1,0,25,1
"246","Lapwing, White-crowned","Vanellus albiceps","perc_pres",0,0,0,0,0,19,0,0,0,81,0
"246","Lapwing, White-crowned","Vanellus albiceps","perc_cards",0,0,0,0,0,47,0,0,0,53,0
"247","Lapwing, African Wattled","Vanellus senegallus","perc_pres",0,0,0,42,1,16,0,0,0,42,0
"247","Lapwing, African Wattled","Vanellus senegallus","perc_cards",0,0,0,42,0,23,0,0,0,35,0
"248","Lapwing, Long-toed","Vanellus crassirostris","perc_pres",0,0,0,0,0,100,0,0,0,0,0
"248","Lapwing, Long-toed","Vanellus crassirostris","perc_cards",0,0,0,0,0,100,0,0,0,0,0
"25","Shearwater, Great","Ardenna gravis","perc_pres",25,0,75,0,0,0,0,0,0,0,0
"25","Shearwater, Great","Ardenna gravis","perc_cards",17,0,83,0,0,0,0,0,0,0,0
"250","Snipe, African","Gallinago nigripennis","perc_pres",1,0,8,56,1,20,0,1,0,13,0
"250","Snipe, African","Gallinago nigripennis","perc_cards",0,0,8,48,1,31,0,1,0,12,0
"251","Sandpiper, Curlew","Calidris ferruginea","perc_pres",2,0,14,29,3,30,0,2,0,17,2
"251","Sandpiper, Curlew","Calidris ferruginea","perc_cards",1,0,11,6,1,68,0,0,1,9,1
"252","Sandpiper, Baird's","Calidris bairdii","perc_pres",0,0,40,0,0,60,0,0,0,0,0
"252","Sandpiper, Baird's","Calidris bairdii","perc_cards",0,0,52,0,0,48,0,0,0,0,0
"253","Stint, Little","Calidris minuta","perc_pres",1,0,13,36,2,26,0,4,0,17,1
"253","Stint, Little","Calidris minuta","perc_cards",1,0,13,18,2,50,0,1,0,13,1
"254","Knot, Red","Calidris canutus","perc_pres",9,0,21,0,2,57,0,2,6,0,4
"254","Knot, Red","Calidris canutus","perc_cards",1,0,8,0,0,90,0,0,0,0,0
"255","-","Calidris alba","perc_pres",9,0,21,1,7,53,0,0,1,2,5
"255","-","Calidris alba","perc_cards",2,0,9,0,2,83,0,0,1,1,3
"256","-","Calidris pugnax","perc_pres",1,0,6,43,1,24,0,3,0,21,1
"256","-","Calidris pugnax","perc_cards",1,0,6,23,3,43,0,1,0,21,1
"257","Sandpiper, Terek","Xenus cinereus","perc_pres",9,0,8,1,5,70,0,0,4,1,1
"257","Sandpiper, Terek","Xenus cinereus","perc_cards",2,0,7,0,3,87,0,0,1,1,0
"258","Sandpiper, Common","Actitis hypoleucos","perc_pres",1,0,7,24,2,27,0,1,0,35,1
"258","Sandpiper, Common","Actitis hypoleucos","perc_cards",1,0,6,11,3,45,0,1,0,32,0
"259","Sandpiper, Green","Tringa ochropus","perc_pres",0,0,0,10,2,15,0,0,0,73,0
"259","Sandpiper, Green","Tringa ochropus","perc_cards",0,0,0,42,1,18,0,0,0,39,0
"26","Shearwater, Cory's","Calonectris borealis","perc_pres",16,0,16,0,24,44,0,0,0,0,0
"26","Shearwater, Cory's","Calonectris borealis","perc_cards",36,0,12,0,22,30,0,0,0,0,0
"261","Redshank, Common","Tringa totanus","perc_pres",0,0,0,0,0,100,0,0,0,0,0
"261","Redshank, Common","Tringa totanus","perc_cards",0,0,0,0,0,100,0,0,0,0,0
"262","Sandpiper, Marsh","Tringa stagnatilis","perc_pres",1,0,5,36,1,26,0,1,0,28,0
"262","Sandpiper, Marsh","Tringa stagnatilis","perc_cards",1,0,8,16,2,47,0,0,0,26,0
"263","Greenshank, Common","Tringa nebularia","perc_pres",1,0,10,29,1,26,0,6,0,25,2
"263","Greenshank, Common","Tringa nebularia","perc_cards",2,0,10,9,1,54,0,1,1,20,1
"264","Sandpiper, Wood","Tringa glareola","perc_pres",1,0,3,34,1,21,0,1,0,38,0
"264","Sandpiper, Wood","Tringa glareola","perc_cards",1,0,3,19,4,31,0,0,0,42,0
"265","Godwit, Black-tailed","Limosa limosa","perc_pres",0,0,0,0,25,25,0,0,0,50,0
"265","Godwit, Black-tailed","Limosa limosa","perc_cards",0,0,0,0,8,41,0,0,0,51,0
"266","Godwit, Bar-tailed","Limosa lapponica","perc_pres",6,0,17,4,3,59,0,2,3,5,1
"266","Godwit, Bar-tailed","Limosa lapponica","perc_cards",2,0,11,2,2,82,0,0,1,1,0
"267","Curlew, Eurasian","Numenius arquata","perc_pres",5,0,21,2,0,65,0,1,3,2,0
"267","Curlew, Eurasian","Numenius arquata","perc_cards",0,0,7,0,0,91,0,0,1,0,0
"268","Whimbrel, Eurasian","Numenius phaeopus","perc_pres",7,0,22,1,7,56,0,1,1,2,3
"268","Whimbrel, Eurasian","Numenius phaeopus","perc_cards",7,0,12,0,1,78,0,0,1,0,1
"269","Avocet, Pied","Recurvirostra avosetta","perc_pres",2,0,13,29,0,28,0,12,0,11,3
"269","Avocet, Pied","Recurvirostra avosetta","perc_cards",0,0,24,18,1,46,0,2,1,7,1
"270","Stilt, Black-winged","Himantopus himantopus","perc_pres",2,0,11,32,0,27,0,8,0,18,2
"270","Stilt, Black-winged","Himantopus himantopus","perc_cards",1,0,18,17,1,42,0,2,0,18,1
"271","Phalarope, Red","Phalaropus fulicarius","perc_pres",0,0,6,53,0,29,0,0,0,12,0
"271","Phalarope, Red","Phalaropus fulicarius","perc_cards",0,0,1,35,0,9,0,0,0,55,0
"272","Phalarope, Red-necked","Phalaropus lobatus","perc_pres",0,0,27,0,0,73,0,0,0,0,0
"272","Phalarope, Red-necked","Phalaropus lobatus","perc_cards",0,0,20,0,0,80,0,0,0,0,0
"273","-","Dromas ardeola","perc_pres",0,0,0,0,0,100,0,0,0,0,0
"273","-","Dromas ardeola","perc_cards",0,0,0,0,0,100,0,0,0,0,0
"274","Thick-knee, Water","Burhinus vermiculatus","perc_pres",3,0,14,2,4,30,0,0,1,46,0
"274","Thick-knee, Water","Burhinus vermiculatus","perc_cards",3,0,10,0,4,37,0,0,0,46,0
"275","Thick-knee, Spotted","Burhinus capensis","perc_pres",2,0,10,25,0,27,0,6,0,27,2
"275","Thick-knee, Spotted","Burhinus capensis","perc_cards",2,0,13,30,0,32,0,1,0,21,1
"276","Courser, Burchell's","Cursorius rufus","perc_pres",1,0,2,23,0,24,0,25,1,21,4
"276","Courser, Burchell's","Cursorius rufus","perc_cards",0,0,2,29,0,18,0,26,0,21,4
"277","Courser, Temminck's","Cursorius temminckii","perc_pres",0,0,1,20,0,15,0,0,0,63,0
"277","Courser, Temminck's","Cursorius temminckii","perc_cards",0,0,0,12,0,16,0,0,0,71,0
"278","Courser, Double-banded","Rhinoptilus africanus","perc_pres",0,0,0,25,0,29,0,29,0,14,2
"278","Courser, Double-banded","Rhinoptilus africanus","perc_cards",0,0,0,21,0,38,0,20,0,18,1
"279","Courser, Three-banded","Rhinoptilus cinctus","perc_pres",0,0,0,0,0,41,0,0,0,59,0
"279","Courser, Three-banded","Rhinoptilus cinctus","perc_cards",0,0,0,0,0,93,0,0,0,7,0
"28","Shearwater, Tropical","Puffinus bailloni","perc_pres",0,0,0,0,0,100,0,0,0,0,0
"28","Shearwater, Tropical","Puffinus bailloni","perc_cards",0,0,0,0,0,100,0,0,0,0,0
"280","Courser, Bronze-winged","Rhinoptilus chalcopterus","perc_pres",0,0,0,4,0,13,0,0,0,83,0
"280","Courser, Bronze-winged","Rhinoptilus chalcopterus","perc_cards",0,0,0,2,0,28,0,0,0,70,0
"281","Pratincole, Collared","Glareola pratincola","perc_pres",0,0,0,1,8,34,0,0,0,58,0
"281","Pratincole, Collared","Glareola pratincola","perc_cards",0,0,0,0,3,41,0,0,0,57,0
"282","Pratincole, Black-winged","Glareola nordmanni","perc_pres",0,0,1,63,0,16,0,1,0,20,0
"282","Pratincole, Black-winged","Glareola nordmanni","perc_cards",0,0,0,29,0,11,0,0,0,60,0
"284","Jaeger, Parasitic","Stercorarius parasiticus","perc_pres",7,0,40,0,1,51,0,0,0,1,0
"284","Jaeger, Parasitic","Stercorarius parasiticus","perc_cards",15,0,47,0,1,35,0,0,0,2,0
"285","Jaeger, Pomarine","Stercorarius pomarinus","perc_pres",13,0,67,0,0,20,0,0,0,0,0
"285","Jaeger, Pomarine","Stercorarius pomarinus","perc_cards",10,0,71,0,0,19,0,0,0,0,0
"286","Skua, Brown","Stercorarius antarcticus","perc_pres",12,0,34,0,7,47,0,0,0,0,0
"286","Skua, Brown","Stercorarius antarcticus","perc_cards",21,0,32,0,2,44,0,0,0,0,0
"287","Gull, Kelp","Larus dominicanus","perc_pres",5,0,47,0,6,36,0,0,0,0,5
"287","Gull, Kelp","Larus dominicanus","perc_cards",6,0,37,0,2,53,0,0,0,0,1
"288","Gull, Grey-headed","Chroicocephalus cirrocephalus","perc_pres",2,0,11,37,2,29,0,1,0,17,1
"288","Gull, Grey-headed","Chroicocephalus cirrocephalus","perc_cards",2,0,12,36,1,41,0,0,0,9,0
"289","Gull, Hartlaub's","Chroicocephalus hartlaubii","perc_pres",3,0,60,0,1,26,0,0,1,0,9
"289","Gull, Hartlaub's","Chroicocephalus hartlaubii","perc_cards",1,0,67,0,0,29,0,0,1,0,2
"29","Shearwater, Sooty","Ardenna grisea","perc_pres",14,0,44,0,4,35,0,0,0,0,3
"29","Shearwater, Sooty","Ardenna grisea","perc_cards",26,0,55,0,2,17,0,0,0,0,1
"290","Tern, Caspian","Hydroprogne caspia","perc_pres",4,0,18,21,3,40,0,0,1,10,2
"290","Tern, Caspian","Hydroprogne caspia","perc_cards",2,0,21,5,1,65,0,0,1,4,1
"291","Tern, Common","Sterna hirundo","perc_pres",7,0,30,0,6,51,0,0,1,1,4
"291","Tern, Common","Sterna hirundo","perc_cards",5,0,26,0,2,65,0,0,1,0,1
"292","Tern, Antarctic","Sterna vittata","perc_pres",6,0,56,0,0,38,0,0,0,0,0
"292","Tern, Antarctic","Sterna vittata","perc_cards",2,0,47,0,0,51,0,0,0,0,0
"293","Tern, Roseate","Sterna dougallii","perc_pres",17,0,12,0,0,71,0,0,0,0,0
"293","Tern, Roseate","Sterna dougallii","perc_cards",2,0,1,0,0,96,0,0,0,0,0
"294","Tern, Arctic","Sterna paradisaea","perc_pres",12,0,39,0,7,42,0,0,0,0,0
"294","Tern, Arctic","Sterna paradisaea","perc_cards",10,0,34,0,5,51,0,0,0,0,0
"295","Tern, Sooty","Onychoprion fuscatus","perc_pres",0,0,0,0,0,56,0,0,0,44,0
"295","Tern, Sooty","Onychoprion fuscatus","perc_cards",0,0,0,0,0,69,0,0,0,31,0
"296","Tern, Sandwich","Thalasseus sandvicensis","perc_pres",9,0,31,0,6,48,0,0,1,0,5
"296","Tern, Sandwich","Thalasseus sandvicensis","perc_cards",6,0,32,0,2,58,0,0,1,0,1
"297","Tern, Lesser Crested","Thalasseus bengalensis","perc_pres",0,0,15,0,11,74,0,0,0,0,0
"297","Tern, Lesser Crested","Thalasseus bengalensis","perc_cards",0,0,4,0,2,94,0,0,0,0,0
"298","Tern, Greater Crested","Thalasseus bergii","perc_pres",6,0,29,0,10,50,0,0,1,0,5
"298","Tern, Greater Crested","Thalasseus bergii","perc_cards",6,0,34,0,4,54,0,0,1,0,1
"299","Tern, Little","Sternula albifrons","perc_pres",7,0,13,0,13,66,0,0,0,1,0
"299","Tern, Little","Sternula albifrons","perc_cards",2,0,3,0,5,90,0,0,0,0,0
"30","Storm-petrel, European","Hydrobates pelagicus","perc_pres",38,0,38,0,0,25,0,0,0,0,0
"30","Storm-petrel, European","Hydrobates pelagicus","perc_cards",41,0,41,0,0,18,0,0,0,0,0
"300","Tern, Damara","Sternula balaenarum","perc_pres",3,0,17,0,0,77,0,0,0,0,3
"300","Tern, Damara","Sternula balaenarum","perc_cards",1,0,20,0,0,78,0,0,0,0,1
"304","Tern, White-winged","Chlidonias leucopterus","perc_pres",0,0,6,51,1,23,0,0,0,19,0
"304","Tern, White-winged","Chlidonias leucopterus","perc_cards",0,0,6,31,1,28,0,0,0,35,0
"305","Tern, Whiskered","Chlidonias hybrida","perc_pres",1,0,6,60,1,20,0,1,0,12,0
"305","Tern, Whiskered","Chlidonias hybrida","perc_cards",0,0,5,45,1,30,0,0,0,18,0
"306","Skimmer, African","Rynchops flavirostris","perc_pres",0,0,0,0,0,5,0,0,0,95,0
"306","Skimmer, African","Rynchops flavirostris","perc_cards",0,0,0,0,0,2,0,0,0,98,0
"307","Sandgrouse, Namaqua","Pterocles namaqua","perc_pres",0,0,3,4,0,29,0,34,1,19,9
"307","Sandgrouse, Namaqua","Pterocles namaqua","perc_cards",0,0,4,3,0,39,0,30,1,17,7
"308","Sandgrouse, Burchell's","Pterocles burchelli","perc_pres",0,0,0,0,0,16,0,1,0,83,0
"308","Sandgrouse, Burchell's","Pterocles burchelli","perc_cards",0,0,0,0,0,28,0,0,0,71,0
"309","Sandgrouse, Yellow-throated","Pterocles gutturalis","perc_pres",0,0,0,2,0,0,0,0,0,98,0
"309","Sandgrouse, Yellow-throated","Pterocles gutturalis","perc_cards",0,0,0,4,0,0,0,0,0,96,0
"310","Sandgrouse, Double-banded","Pterocles bicinctus","perc_pres",0,0,0,0,0,10,0,4,1,85,0
"310","Sandgrouse, Double-banded","Pterocles bicinctus","perc_cards",0,0,0,0,0,26,0,1,0,73,0
"311","Pigeon, Speckled","Columba guinea","perc_pres",1,0,8,31,0,26,0,11,0,19,3
"311","Pigeon, Speckled","Columba guinea","perc_cards",2,0,16,30,0,33,0,2,0,15,1
"312","Pigeon, African Olive","Columba arquatrix","perc_pres",2,0,13,33,1,38,0,0,0,11,0
"312","Pigeon, African Olive","Columba arquatrix","perc_cards",0,0,8,40,0,41,0,0,0,10,0
"313","Pigeon, Eastern Bronze-naped","Columba delegorguei","perc_pres",0,0,0,6,0,94,0,0,0,0,0
"313","Pigeon, Eastern Bronze-naped","Columba delegorguei","perc_cards",0,0,0,1,0,99,0,0,0,0,0
"314","Dove, Red-eyed","Streptopelia semitorquata","perc_pres",1,0,8,32,1,26,0,4,0,27,1
"314","Dove, Red-eyed","Streptopelia semitorquata","perc_cards",1,0,11,26,3,36,0,1,0,22,0
"315","Dove, Mourning Collared","Streptopelia decipiens","perc_pres",0,0,0,0,0,18,0,0,0,82,0
"315","Dove, Mourning Collared","Streptopelia decipiens","perc_cards",0,0,0,0,0,51,0,0,0,49,0
"316","Dove, Cape Turtle","Streptopelia capicola","perc_pres",1,0,6,26,1,25,0,10,0,28,3
"316","Dove, Cape Turtle","Streptopelia capicola","perc_cards",1,0,10,27,0,30,0,2,0,28,1
"317","Dove, Laughing","Spilopelia senegalensis","perc_pres",1,0,6,26,1,24,0,9,0,32,2
"317","Dove, Laughing","Spilopelia senegalensis","perc_cards",1,0,8,26,1,30,0,2,0,31,1
"318","Dove, Namaqua","Oena capensis","perc_pres",1,0,7,19,0,24,0,12,1,33,3
"318","Dove, Namaqua","Oena capensis","perc_cards",1,0,8,15,0,30,0,6,0,37,2
"319","Dove, Tambourine","Turtur tympanistria","perc_pres",3,0,7,8,5,45,0,0,0,32,0
"319","Dove, Tambourine","Turtur tympanistria","perc_cards",1,0,3,2,12,61,0,0,0,21,0
"320","Dove, Blue-spotted Wood","Turtur afer","perc_pres",0,0,0,4,0,26,0,0,0,70,0
"320","Dove, Blue-spotted Wood","Turtur afer","perc_cards",0,0,0,11,0,21,0,0,0,68,0
"321","Dove, Emerald-spotted Wood","Turtur chalcospilos","perc_pres",3,0,1,5,2,27,0,0,0,63,0
"321","Dove, Emerald-spotted Wood","Turtur chalcospilos","perc_cards",1,0,1,1,1,28,0,0,0,68,0
"322","Dove, Lemon","Columba larvata","perc_pres",2,0,7,16,7,57,0,0,0,12,0
"322","Dove, Lemon","Columba larvata","perc_cards",0,0,10,9,4,73,0,0,0,4,0
"323","Pigeon, African Green","Treron calvus","perc_pres",1,0,0,5,4,28,0,0,0,61,0
"323","Pigeon, African Green","Treron calvus","perc_cards",1,0,0,3,4,30,0,0,0,62,0
"327","Parrot, Meyer's","Poicephalus meyeri","perc_pres",0,0,0,1,0,12,0,0,0,87,0
"327","Parrot, Meyer's","Poicephalus meyeri","perc_cards",0,0,0,0,0,40,0,0,0,59,0
"328","Parrot, Brown-headed","Poicephalus cryptoxanthus","perc_pres",0,0,0,0,0,8,0,0,0,92,0
"328","Parrot, Brown-headed","Poicephalus cryptoxanthus","perc_cards",0,0,0,0,0,23,0,0,0,77,0
"33","Storm-petrel, Wilson's","Oceanites oceanicus","perc_pres",18,0,18,0,18,45,0,0,0,0,0
"33","Storm-petrel, Wilson's","Oceanites oceanicus","perc_cards",44,0,12,0,8,36,0,0,0,0,0
"330","Lovebird, Rosy-faced","Agapornis roseicollis","perc_pres",2,0,1,17,0,36,0,32,3,8,1
"330","Lovebird, Rosy-faced","Agapornis roseicollis","perc_cards",4,0,1,49,0,33,0,2,0,10,0
"331","Lovebird, Black-cheeked","Agapornis nigrigenis","perc_pres",29,0,0,0,0,57,0,0,0,14,0
"331","Lovebird, Black-cheeked","Agapornis nigrigenis","perc_cards",36,0,0,0,0,63,0,0,0,1,0
"332","Lovebird, Lilian's","Agapornis lilianae","perc_pres",0,0,0,0,0,100,0,0,0,0,0
"332","Lovebird, Lilian's","Agapornis lilianae","perc_cards",0,0,0,0,0,100,0,0,0,0,0
"337","Turaco, Purple-crested","Gallirex porphyreolophus","perc_pres",0,0,0,8,6,37,0,0,0,49,0
"337","Turaco, Purple-crested","Gallirex porphyreolophus","perc_cards",0,0,0,3,12,41,0,0,0,44,0
"339","Go-away-bird, Grey","Crinifer concolor","perc_pres",0,0,0,6,0,10,0,0,0,84,0
"339","Go-away-bird, Grey","Crinifer concolor","perc_cards",0,0,0,19,0,18,0,0,0,63,0
"340","Cuckoo, Common","Cuculus canorus","perc_pres",1,0,2,9,0,27,0,1,0,61,0
"340","Cuckoo, Common","Cuculus canorus","perc_cards",0,0,2,11,0,34,0,0,0,53,0
"341","Cuckoo, African","Cuculus gularis","perc_pres",0,0,0,7,0,16,0,0,0,77,0
"341","Cuckoo, African","Cuculus gularis","perc_cards",0,0,0,4,0,22,0,0,0,74,0
"343","Cuckoo, Red-chested","Cuculus solitarius","perc_pres",0,0,6,31,1,24,0,0,0,37,0
"343","Cuckoo, Red-chested","Cuculus solitarius","perc_cards",0,0,4,23,0,33,0,0,0,39,0
"344","Cuckoo, Black","Cuculus clamosus","perc_pres",2,0,2,18,1,29,0,0,0,48,0
"344","Cuckoo, Black","Cuculus clamosus","perc_cards",1,0,3,13,1,37,0,0,0,45,0
"345","Cuckoo, Thick-billed","Pachycoccyx audeberti","perc_pres",0,0,0,0,0,25,0,0,0,75,0
"345","Cuckoo, Thick-billed","Pachycoccyx audeberti","perc_cards",0,0,0,0,0,45,0,0,0,55,0
"346","Cuckoo, Great Spotted","Clamator glandarius","perc_pres",1,0,0,6,0,17,0,1,0,75,0
"346","Cuckoo, Great Spotted","Clamator glandarius","perc_cards",0,0,0,4,0,21,0,0,0,74,0
"347","Cuckoo, Levaillant's","Clamator levaillantii","perc_pres",0,0,0,3,0,10,0,0,0,86,0
"347","Cuckoo, Levaillant's","Clamator levaillantii","perc_cards",0,0,0,3,0,12,0,0,0,85,0
"348","Cuckoo, Jacobin","Clamator jacobinus","perc_pres",2,0,2,9,0,22,0,1,0,63,0
"348","Cuckoo, Jacobin","Clamator jacobinus","perc_cards",1,0,1,5,0,24,0,0,0,69,0
"350","Cuckoo, African Emerald","Chrysococcyx cupreus","perc_pres",0,0,3,17,4,56,0,0,0,20,0
"350","Cuckoo, African Emerald","Chrysococcyx cupreus","perc_cards",0,0,2,9,1,78,0,0,0,9,0
"351","Cuckoo, Klaas's","Chrysococcyx klaas","perc_pres",2,0,13,13,2,29,0,0,0,41,0
"351","Cuckoo, Klaas's","Chrysococcyx klaas","perc_cards",1,0,12,8,3,42,0,0,0,33,0
"352","Cuckoo, Diederik","Chrysococcyx caprius","perc_pres",1,0,4,32,1,25,0,3,0,33,0
"352","Cuckoo, Diederik","Chrysococcyx caprius","perc_cards",1,0,2,28,2,32,0,1,0,35,0
"353","Coucal, Black","Centropus grillii","perc_pres",0,0,0,0,8,29,0,0,0,62,0
"353","Coucal, Black","Centropus grillii","perc_cards",0,0,0,0,3,53,0,0,0,44,0
"355","Coucal, Senegal","Centropus senegalensis","perc_pres",0,0,0,0,0,57,0,0,0,43,0
"355","Coucal, Senegal","Centropus senegalensis","perc_cards",0,0,0,0,0,86,0,0,0,14,0
"358","Malkoha, Green","Ceuthmochares australis","perc_pres",0,0,0,0,17,69,0,0,0,14,0
"358","Malkoha, Green","Ceuthmochares australis","perc_cards",0,0,0,0,11,81,0,0,0,8,0
"359","Owl, Western Barn","Tyto alba","perc_pres",1,0,10,24,1,25,0,3,0,35,1
"359","Owl, Western Barn","Tyto alba","perc_cards",0,0,9,22,0,28,0,1,0,39,0
"360","Owl, African Grass","Tyto capensis","perc_pres",0,0,2,62,1,20,0,0,0,15,0
"360","Owl, African Grass","Tyto capensis","perc_cards",0,0,2,52,1,29,0,0,0,15,0
"361","Owl, Marsh","Asio capensis","perc_pres",0,0,0,65,0,15,0,0,0,18,0
"361","Owl, Marsh","Asio capensis","perc_cards",0,0,0,65,0,16,0,0,0,18,0
"362","Owl, African Wood","Strix woodfordii","perc_pres",2,0,6,10,3,48,0,0,0,30,0
"362","Owl, African Wood","Strix woodfordii","perc_cards",0,0,5,6,2,58,0,0,0,29,0
"363","Owl, African Scops","Otus senegalensis","perc_pres",2,0,0,0,0,20,0,0,0,77,0
"363","Owl, African Scops","Otus senegalensis","perc_cards",1,0,0,0,0,22,0,0,0,77,0
"364","Owl, Southern White-faced Scops","Ptilopsis granti","perc_pres",0,0,0,2,0,18,0,0,0,79,0
"364","Owl, Southern White-faced Scops","Ptilopsis granti","perc_cards",0,0,0,2,0,24,0,0,0,74,0
"365","Owlet, Pearl-spotted","Glaucidium perlatum","perc_pres",0,0,0,1,0,12,0,1,0,86,0
"365","Owlet, Pearl-spotted","Glaucidium perlatum","perc_cards",0,0,0,0,0,17,0,0,0,83,0
"366","Owlet, African Barred","Glaucidium capense","perc_pres",1,0,0,0,0,14,0,0,0,86,0
"366","Owlet, African Barred","Glaucidium capense","perc_cards",0,0,0,0,0,13,0,0,0,87,0
"367","Eagle-Owl, Cape","Bubo capensis","perc_pres",2,0,18,40,0,32,0,4,0,3,2
"367","Eagle-Owl, Cape","Bubo capensis","perc_cards",1,0,7,46,0,26,0,17,0,3,1
"368","Eagle-Owl, Spotted","Bubo africanus","perc_pres",1,0,14,20,1,29,0,9,0,23,2
"368","Eagle-Owl, Spotted","Bubo africanus","perc_cards",2,0,19,22,1,33,0,4,0,18,1
"369","Eagle-Owl, Verreaux's","Bubo lacteus","perc_pres",0,0,0,1,0,18,0,1,0,79,0
"369","Eagle-Owl, Verreaux's","Bubo lacteus","perc_cards",0,0,0,0,0,39,0,0,0,60,0
"370","Owl, Pel's Fishing","Scotopelia peli","perc_pres",0,0,2,0,0,39,0,0,0,59,0
"370","Owl, Pel's Fishing","Scotopelia peli","perc_cards",0,0,1,0,0,62,0,0,0,38,0
"371","Nightjar, European","Caprimulgus europaeus","perc_pres",1,0,0,7,2,27,0,0,0,63,0
"371","Nightjar, European","Caprimulgus europaeus","perc_cards",0,0,0,4,1,37,0,0,0,59,0
"372","Nightjar, Rufous-cheeked","Caprimulgus rufigena","perc_pres",0,0,1,13,0,26,0,14,0,44,1
"372","Nightjar, Rufous-cheeked","Caprimulgus rufigena","perc_cards",0,0,0,13,0,26,0,11,0,49,0
"373","Nightjar, Fiery-necked","Caprimulgus pectoralis","perc_pres",3,0,12,11,2,31,0,1,0,39,0
"373","Nightjar, Fiery-necked","Caprimulgus pectoralis","perc_cards",2,0,8,5,2,37,0,0,0,45,0
"374","Nightjar, Freckled","Caprimulgus tristigma","perc_pres",0,0,9,14,1,22,0,1,2,50,1
"374","Nightjar, Freckled","Caprimulgus tristigma","perc_cards",0,0,10,9,0,16,0,0,1,64,1
"375","Nightjar, Swamp","Caprimulgus natalensis","perc_pres",0,0,0,0,16,70,0,0,0,14,0
"375","Nightjar, Swamp","Caprimulgus natalensis","perc_cards",0,0,0,0,6,89,0,0,0,5,0
"376","Nightjar, Square-tailed","Caprimulgus fossii","perc_pres",0,0,0,0,2,19,0,0,0,79,0
"376","Nightjar, Square-tailed","Caprimulgus fossii","perc_cards",0,0,0,0,0,44,0,0,0,56,0
"377","Nightjar, Pennant-winged","Caprimulgus vexillarius","perc_pres",0,0,0,6,0,50,0,0,0,44,0
"377","Nightjar, Pennant-winged","Caprimulgus vexillarius","perc_cards",0,0,0,1,0,18,0,0,0,81,0
"378","Swift, Common","Apus apus","perc_pres",1,0,4,23,0,27,0,9,0,35,1
"378","Swift, Common","Apus apus","perc_cards",1,0,4,24,0,31,0,6,0,34,0
"380","Swift, African Black","Apus barbatus","perc_pres",1,0,13,34,2,27,0,2,0,20,0
"380","Swift, African Black","Apus barbatus","perc_cards",2,0,19,27,3,35,0,1,0,14,0
"381","Swift, Bradfield's","Apus bradfieldi","perc_pres",0,0,0,7,0,27,0,18,2,39,7
"381","Swift, Bradfield's","Apus bradfieldi","perc_cards",0,0,0,4,0,28,0,11,2,50,6
"383","Swift, White-rumped","Apus caffer","perc_pres",2,0,9,32,1,25,0,7,0,23,1
"383","Swift, White-rumped","Apus caffer","perc_cards",2,0,9,30,2,34,0,2,0,21,0
"384","Swift, Horus","Apus horus","perc_pres",2,0,4,42,1,27,0,1,0,23,0
"384","Swift, Horus","Apus horus","perc_cards",2,0,3,38,1,35,0,2,0,19,0
"385","Swift, Little","Apus affinis","perc_pres",1,0,8,27,1,24,0,9,0,28,2
"385","Swift, Little","Apus affinis","perc_cards",1,0,8,23,3,29,0,3,0,33,1
"386","Swift, Alpine","Tachymarptis melba","perc_pres",1,0,18,26,1,29,0,5,0,17,3
"386","Swift, Alpine","Tachymarptis melba","perc_cards",1,0,27,24,0,29,0,3,0,13,2
