"","PENTADE","Azonal Vegetation","Savanna","Forests","Grassland","NA","Nama-Karoo","Indian Ocean Coastal Belt","Desert","Succulent Karoo","Fynbos","<Null>","Albany Thicket"
"1","2205_2930",46.233695301196,42.194238349043,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2205_2935",64.150382259463,31.0936702749781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2205_2940",9.92103948828896,89.8805968496405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2205_2945",54.1649435707397,45.0170642756051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2210_2900",59.8831223574189,36.1851562906153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2210_2905",40.3224997300267,56.6550441582603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2210_2910",47.6788734398212,50.8402513850506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2210_2915",42.7756104176953,56.8702952421348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2210_2920",22.5275470944647,76.0666712842945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2210_2925",18.1334624902065,81.8665552221167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2210_2930",13.4332539075014,85.2737602801623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2210_2935",1.86408815639224,98.1386887051111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2210_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2210_2945",6.13551508252578,93.4065746418121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2210_2950",6.80106562584414,91.154533027708,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2210_2955",NA,98.8686451358771,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2210_3000",NA,99.6323323808852,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2215_2855",3.38761043786937,86.9956663788799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2215_2900",18.2813403009352,80.1811316807346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2215_2905",0.00568135871060802,99.9967156676712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2215_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2215_2915",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2215_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2215_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2215_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2215_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2215_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2215_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2215_2950",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2215_2955",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2215_3000",NA,98.9026229667095,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2215_3005",NA,96.5099992212551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2215_3010",NA,97.4710026013664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2215_3015",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2215_3025",NA,76.6331245703799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2215_3030",NA,70.5206929087476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2215_3035",NA,78.2817823888816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2215_3040",NA,95.4906805282596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2215_3045",NA,93.7576354855437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2215_3050",NA,95.2215338497628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2215_3055",NA,92.8774317876377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2215_3100",10.7254685541155,89.2647683847984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2215_3105",33.0582257153619,NA,13.3044577582591,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2215_3110",86.3750508923177,NA,13.5899276468718,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2220_2855",NA,95.4278292095982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2220_2900",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2220_2905",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2220_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2220_2915",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","2220_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2220_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2220_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2220_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2220_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2220_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2220_2950",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2220_2955",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2220_3000",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2220_3005",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2220_3010",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2220_3015",NA,95.8836690948233,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2220_3020",NA,95.359263370096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2220_3025",NA,98.6796129028761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2220_3030",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2220_3035",NA,99.6518954734536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2220_3040",NA,99.9999208588378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2220_3045",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68","2220_3050",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69","2220_3055",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70","2220_3100",11.5634007312009,86.8812105272449,1.25838668696101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2220_3105",22.6891913593097,69.6124961335824,4.336719612626,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2220_3110",37.0585406832409,45.9154922723537,13.1022575122326,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2220_3115",24.247963059713,39.7963154034053,24.0248734481372,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2225_2845",30.231388348575,49.800186796569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2225_2850",NA,98.5129800106365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2225_2855",NA,97.8876746601287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2225_2900",NA,99.9999466643635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2225_2905",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2225_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2225_2915",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2225_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2225_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2225_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2225_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2225_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","2225_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2225_2950",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2225_2955",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2225_3000",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2225_3005",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2225_3010",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","2225_3015",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2225_3020",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2225_3025",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2225_3030",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2225_3035",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2225_3040",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","2225_3045",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","2225_3050",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2225_3055",NA,99.6372355754802,0.362688213460565,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","2225_3100",NA,97.9237899288133,2.07282748498309,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","2225_3105",2.380475175065,94.7779502892521,2.84554058423777,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","2225_3110",17.2048762961975,78.2912728722815,4.50527105598182,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","2225_3115",17.125666800137,72.4684312990239,10.1232504438505,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","2230_2820",28.5551457776339,71.4437576203286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","2230_2825",12.2302431376196,87.0632006784334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","2230_2830",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","2230_2835",10.9406138287968,85.7061502689973,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","2230_2840",5.82272942970318,93.2057581339225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","2230_2845",NA,99.9826865337196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2230_2850",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2230_2855",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113","2230_2900",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2230_2905",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2230_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2230_2915",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2230_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2230_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","2230_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120","2230_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","2230_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2230_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","2230_2950",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","2230_2955",NA,99.9999698607727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","2230_3000",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","2230_3005",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","2230_3010",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","2230_3015",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","2230_3020",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","2230_3025",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","2230_3030",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132","2230_3035",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","2230_3040",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2230_3045",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2230_3050",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136","2230_3055",NA,98.5014297149926,1.49855932142225,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2230_3100",NA,96.1819167390538,3.82158849347158,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","2230_3105",NA,98.1938485433759,1.80437245641731,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2230_3110",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140","2230_3115",NA,98.688899259811,1.31430635211706,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2230_3120",NA,98.3281637418581,1.67747580876559,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","2235_2810",NA,93.3866479177897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","2235_2815",5.17757387033987,94.5814244877894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2235_2820",0.373390789996155,99.6269457931716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2235_2825",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2235_2830",2.25540674022866,96.9695353051273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2235_2835",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2235_2840",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2235_2845",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2235_2850",NA,99.9999999999857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2235_2855",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2235_2900",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2235_2905",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2235_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2235_2915",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2235_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2235_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2235_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2235_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2235_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2235_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","2235_2950",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2235_2955",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2235_3000",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2235_3005",NA,99.9999560650808,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2235_3010",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2235_3015",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2235_3020",NA,99.9160293187381,0.0814435679689577,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2235_3025",NA,95.8537511370126,4.14622983477588,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2235_3030",NA,97.7393032683372,2.26071343707213,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2235_3035",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2235_3040",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2235_3045",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2235_3050",NA,97.1164973107382,2.88204048590849,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2235_3055",NA,88.5008080900566,11.4949898140956,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2235_3100",NA,98.5400643793653,1.4566699899913,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2235_3105",NA,99.5640530106096,0.437832801931151,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2235_3110",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2235_3115",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2235_3120",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2240_2805",NA,88.5397604785366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2240_2810",NA,99.5829113205955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2240_2815",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2240_2820",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2240_2825",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2240_2830",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2240_2835",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2240_2840",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2240_2845",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2240_2850",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2240_2855",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2240_2900",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2240_2905",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2240_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2240_2915",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2240_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2240_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2240_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2240_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2240_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2240_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2240_2950",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2240_2955",NA,99.9999639186853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2240_3000",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2240_3005",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2240_3010",NA,96.4000663361317,3.59992008891661,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2240_3015",NA,89.5885529693111,10.4115647379462,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2240_3020",NA,95.3928404484932,4.60973542951371,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2240_3025",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2240_3030",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2240_3035",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2240_3040",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2240_3045",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2240_3050",NA,97.2302680046709,2.77109073326441,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2240_3055",NA,92.6030659923764,7.40110838393809,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2240_3100",NA,96.7151846046191,3.2882324915748,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2240_3105",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2240_3110",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2240_3115",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2240_3120",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2245_2800",NA,97.9313803291077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2245_2805",9.39350772897459,90.6059017335035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2245_2810",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2245_2815",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2245_2820",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2245_2825",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2245_2830",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2245_2835",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2245_2840",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2245_2845",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2245_2850",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2245_2855",NA,99.9999199229197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2245_2900",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2245_2905",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2245_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2245_2915",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2245_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2245_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2245_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","2245_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2245_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2245_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2245_2950",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2245_2955",NA,98.7739511149573,1.22260647253976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","2245_3000",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","2245_3005",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","2245_3010",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","2245_3015",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","2245_3020",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","2245_3025",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","2245_3030",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","2245_3035",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2245_3040",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2245_3045",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2245_3050",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","2245_3055",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","2245_3100",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","2245_3105",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","2245_3110",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","2245_3115",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","2245_3120",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","2245_3125",NA,100.000319876817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","2250_2800",NA,99.5883503820196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","2250_2805",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","2250_2810",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","2250_2815",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","2250_2820",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","2250_2825",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","2250_2830",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","2250_2835",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","2250_2840",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","2250_2845",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","2250_2850",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","2250_2855",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2250_2900",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2250_2905",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2250_2910",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2250_2915",NA,99.9999997798525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2250_2920",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2250_2925",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2250_2930",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2250_2935",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","2250_2940",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","2250_2945",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","2250_2950",NA,96.0798997707071,3.91701316391406,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","2250_2955",NA,93.9067767104709,6.09435539882412,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","2250_3000",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2250_3005",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","2250_3010",NA,99.9962537166216,0.0037462833784081,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2250_3015",NA,99.8796519445158,0.120352524192582,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2250_3020",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2250_3025",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","2250_3030",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","2250_3035",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2250_3040",NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
