system:index,0,1,AREA,Area_km2,Area_m2,BOTTOM,CENTREX,CENTREY,ID,LABEL,LEFT,PENTADE,QDGC,RIGHT,TOP,histogram,.geo
000000000000000010ad,95628.89019607737,,0.0069,76.51,7.651152502E7,-26.833333,23.291667,-26.791667,24676,DT94,23.25,2645_2315,2623CD,23.333333,-26.75,{0=95628.89019607737},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ae,95625.24705882439,,0.0069,76.51,7.651152502E7,-26.833333,23.375,-26.791667,24677,DU94,23.333333,2645_2320,2623CD,23.416667,-26.75,{0=95625.24705882439},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010af,95630.1019607847,,0.0069,76.51,7.651152502E7,-26.833333,23.458333,-26.791667,24678,DV94,23.416667,2645_2325,2623CD,23.5,-26.75,{0=95630.1019607847},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b0,95622.82352941285,,0.0069,76.51,7.651152502E7,-26.833333,23.541667,-26.791667,24679,DW94,23.5,2645_2330,2623DC,23.583333,-26.75,{0=95622.82352941285},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b1,95624.03529411655,,0.0069,76.51,7.651152502E7,-26.833333,23.625,-26.791667,24680,DX94,23.583333,2645_2335,2623DC,23.666667,-26.75,{0=95624.03529411655},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b2,95630.10196078416,,0.0069,76.51,7.651152502E7,-26.833333,23.708333,-26.791667,24681,DY94,23.666667,2645_2340,2623DC,23.75,-26.75,{0=95630.10196078416},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b3,95625.25490196023,,0.0069,76.51,7.651152502E7,-26.833333,23.791667,-26.791667,24682,EZ94,23.75,2645_2345,2623DD,23.833333,-26.75,{0=95625.25490196023},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b4,95624.03529411854,,0.0069,76.51,7.651152502E7,-26.833333,23.875,-26.791667,24683,EA94,23.833333,2645_2350,2623DD,23.916667,-26.75,{0=95624.03529411854},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b5,95614.89019607859,14.0,0.0069,76.51,7.651152502E7,-26.833333,23.958333,-26.791667,24684,EB94,23.916667,2645_2355,2623DD,24.0,-26.75,"{1=14.0, 0=95614.89019607859}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b6,95624.04313725485,,0.0069,76.51,7.651152502E7,-26.833333,24.041667,-26.791667,24685,EC94,24.0,2645_2400,2624CC,24.083333,-26.75,{0=95624.04313725485},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b7,95625.25490196023,,0.0069,76.51,7.651152502E7,-26.833333,24.125,-26.791667,24686,ED94,24.083333,2645_2405,2624CC,24.166667,-26.75,{0=95625.25490196023},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b8,95628.89019607859,,0.0069,76.51,7.651152502E7,-26.833333,24.208333,-26.791667,24687,EE94,24.166667,2645_2410,2624CC,24.25,-26.75,{0=95628.89019607859},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010b9,95624.03529411744,,0.0069,76.51,7.651152502E7,-26.833333,24.291667,-26.791667,24688,EF94,24.25,2645_2415,2624CD,24.333333,-26.75,{0=95624.03529411744},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ba,95628.89019607735,,0.0069,76.51,7.651152502E7,-26.833333,24.375,-26.791667,24689,EG94,24.333333,2645_2420,2624CD,24.416667,-26.75,{0=95628.89019607735},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010bb,95624.03529411797,,0.0069,76.51,7.651152502E7,-26.833333,24.458333,-26.791667,24690,EH94,24.416667,2645_2425,2624CD,24.5,-26.75,{0=95624.03529411797},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010bc,95625.24705882391,,0.0069,76.51,7.651152502E7,-26.833333,24.541667,-26.791667,24691,EI94,24.5,2645_2430,2624DC,24.583333,-26.75,{0=95625.24705882391},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010bd,95628.8823529421,,0.0069,76.51,7.651152502E7,-26.833333,24.625,-26.791667,24692,EJ94,24.583333,2645_2435,2624DC,24.666667,-26.75,{0=95628.8823529421},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010be,95624.03529411655,,0.0069,76.51,7.651152502E7,-26.833333,24.708333,-26.791667,24693,EK94,24.666667,2645_2440,2624DC,24.75,-26.75,{0=95624.03529411655},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010bf,95624.03529411797,,0.0069,76.51,7.651152502E7,-26.833333,24.791667,-26.791667,24694,EL94,24.75,2645_2445,2624DD,24.833333,-26.75,{0=95624.03529411797},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c0,95630.0941176468,,0.0069,76.51,7.651152502E7,-26.833333,24.875,-26.791667,24695,EM94,24.833333,2645_2450,2624DD,24.916667,-26.75,{0=95630.0941176468},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c1,95625.2470588242,,0.0069,76.51,7.651152502E7,-26.833333,24.958333,-26.791667,24696,EN94,24.916667,2645_2455,2624DD,25.0,-26.75,{0=95625.2470588242},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c2,95628.89019607737,,0.0069,76.51,7.651152502E7,-26.833333,25.041667,-26.791667,24697,EO94,25.0,2645_2500,2625CC,25.083333,-26.75,{0=95628.89019607737},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c3,95624.04313725524,,0.0069,76.51,7.651152502E7,-26.833333,25.125,-26.791667,24698,EP94,25.083333,2645_2505,2625CC,25.166667,-26.75,{0=95624.04313725524},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c4,95624.03529411713,,0.0069,76.51,7.651152502E7,-26.833333,25.208333,-26.791667,24699,EQ94,25.166667,2645_2510,2625CC,25.25,-26.75,{0=95624.03529411713},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c5,95631.31372549024,,0.0069,76.51,7.651152502E7,-26.833333,25.291667,-26.791667,24700,ER94,25.25,2645_2515,2625CD,25.333333,-26.75,{0=95631.31372549024},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c6,95622.82352941202,,0.0069,76.51,7.651152502E7,-26.833333,25.375,-26.791667,24701,ES94,25.333333,2645_2520,2625CD,25.416667,-26.75,{0=95622.82352941202},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c7,95388.6588235291,235.3843137254902,0.0069,76.51,7.651152502E7,-26.833333,25.458333,-26.791667,24702,ET94,25.416667,2645_2525,2625CD,25.5,-26.75,"{1=235.3843137254902, 0=95388.6588235291}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c8,95630.1019607844,,0.0069,76.51,7.651152502E7,-26.833333,25.541667,-26.791667,24703,EU94,25.5,2645_2530,2625DC,25.583333,-26.75,{0=95630.1019607844},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010c9,95625.24705882328,,0.0069,76.51,7.651152502E7,-26.833333,25.625,-26.791667,24704,EV94,25.583333,2645_2535,2625DC,25.666667,-26.75,{0=95625.24705882328},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ca,95630.09411764776,,0.0069,76.51,7.651152502E7,-26.833333,25.708333,-26.791667,24705,EW94,25.666667,2645_2540,2625DC,25.75,-26.75,{0=95630.09411764776},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010cb,95624.03529411655,,0.0069,76.51,7.651152502E7,-26.833333,25.791667,-26.791667,24706,EX94,25.75,2645_2545,2625DD,25.833333,-26.75,{0=95624.03529411655},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010cc,95624.03529411797,,0.0069,76.51,7.651152502E7,-26.833333,25.875,-26.791667,24707,EY94,25.833333,2645_2550,2625DD,25.916667,-26.75,{0=95624.03529411797},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010cd,95609.88235294117,19.0,0.0069,76.51,7.651152502E7,-26.833333,25.958333,-26.791667,24708,FZ94,25.916667,2645_2555,2625DD,26.0,-26.75,"{1=19.0, 0=95609.88235294117}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ce,95589.24705882439,36.0,0.0069,76.51,7.651152502E7,-26.833333,26.041667,-26.791667,24709,FA94,26.0,2645_2600,2626CC,26.083333,-26.75,"{1=36.0, 0=95589.24705882439}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010cf,95624.03529411655,,0.0069,76.51,7.651152502E7,-26.833333,26.125,-26.791667,24710,FB94,26.083333,2645_2605,2626CC,26.166667,-26.75,{0=95624.03529411655},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d0,95579.8901960782,49.0,0.0069,76.51,7.651152502E7,-26.833333,26.208333,-26.791667,24711,FC94,26.166667,2645_2610,2626CC,26.25,-26.75,"{1=49.0, 0=95579.8901960782}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d1,95588.6588235289,35.37647058823529,0.0069,76.51,7.651152502E7,-26.833333,26.291667,-26.791667,24712,FD94,26.25,2645_2615,2626CD,26.333333,-26.75,"{1=35.37647058823529, 0=95588.6588235289}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d2,95568.10196078444,62.0,0.0069,76.51,7.651152502E7,-26.833333,26.375,-26.791667,24713,FE94,26.333333,2645_2620,2626CD,26.416667,-26.75,"{1=62.0, 0=95568.10196078444}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d3,95608.25490196091,17.0,0.0069,76.51,7.651152502E7,-26.833333,26.458333,-26.791667,24714,FF94,26.416667,2645_2625,2626CD,26.5,-26.75,"{1=17.0, 0=95608.25490196091}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d4,95624.04313725459,,0.0069,76.51,7.651152502E7,-26.833333,26.541667,-26.791667,24715,FG94,26.5,2645_2630,2626DC,26.583333,-26.75,{0=95624.04313725459},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d5,93429.89019607853,2199.0,0.0069,76.51,7.651152502E7,-26.833333,26.625,-26.791667,24716,FH94,26.583333,2645_2635,2626DC,26.666667,-26.75,"{1=2199.0, 0=93429.89019607853}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d6,95600.03529411713,24.0,0.0069,76.51,7.651152502E7,-26.833333,26.708333,-26.791667,24717,FI94,26.666667,2645_2640,2626DC,26.75,-26.75,"{1=24.0, 0=95600.03529411713}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d7,95624.2549019611,1.0,0.0069,76.51,7.651152502E7,-26.833333,26.791667,-26.791667,24718,FJ94,26.75,2645_2645,2626DD,26.833333,-26.75,"{1=1.0, 0=95624.2549019611}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d8,95625.89019607737,3.0,0.0069,76.51,7.651152502E7,-26.833333,26.875,-26.791667,24719,FK94,26.833333,2645_2650,2626DD,26.916667,-26.75,"{1=3.0, 0=95625.89019607737}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010d9,95624.03529411854,,0.0069,76.51,7.651152502E7,-26.833333,26.958333,-26.791667,24720,FL94,26.916667,2645_2655,2626DD,27.0,-26.75,{0=95624.03529411854},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010da,95569.53333333328,54.501960784313724,0.0069,76.51,7.651152502E7,-26.833333,27.041667,-26.791667,24721,FM94,27.0,2645_2700,2627CC,27.083333,-26.75,"{1=54.501960784313724, 0=95569.53333333328}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010db,95626.10196078445,4.0,0.0069,76.51,7.651152502E7,-26.833333,27.125,-26.791667,24722,FN94,27.083333,2645_2705,2627CC,27.166667,-26.75,"{1=4.0, 0=95626.10196078445}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010dc,95625.24705882298,,0.0069,76.51,7.651152502E7,-26.833333,27.208333,-26.791667,24723,FO94,27.166667,2645_2710,2627CC,27.25,-26.75,{0=95625.24705882298},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010dd,95618.10196078467,12.0,0.0069,76.51,7.651152502E7,-26.833333,27.291667,-26.791667,24724,FP94,27.25,2645_2715,2627CD,27.333333,-26.75,"{1=12.0, 0=95618.10196078467}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010de,95624.03529411713,,0.0069,76.51,7.651152502E7,-26.833333,27.375,-26.791667,24725,FQ94,27.333333,2645_2720,2627CD,27.416667,-26.75,{0=95624.03529411713},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010df,95622.82352941216,,0.0069,76.51,7.651152502E7,-26.833333,27.458333,-26.791667,24726,FR94,27.416667,2645_2725,2627CD,27.5,-26.75,{0=95622.82352941216},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e0,93612.83529411817,2018.478431372548,0.0069,76.51,7.651152502E7,-26.833333,27.541667,-26.791667,24727,FS94,27.5,2645_2730,2627DC,27.583333,-26.75,"{1=2018.478431372548, 0=93612.83529411817}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e1,94552.47058823565,1071.5725490196085,0.0069,76.51,7.651152502E7,-26.833333,27.625,-26.791667,24728,FT94,27.583333,2645_2735,2627DC,27.666667,-26.75,"{1=1071.5725490196085, 0=94552.47058823565}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e2,91132.14117647006,4491.894117647053,0.0069,76.51,7.651152502E7,-26.833333,27.708333,-26.791667,24729,FU94,27.666667,2645_2740,2627DC,27.75,-26.75,"{1=4491.894117647053, 0=91132.14117647006}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e3,92515.13725490212,3113.752941176457,0.0069,76.51,7.651152502E7,-26.833333,27.791667,-26.791667,24730,FV94,27.75,2645_2745,2627DD,27.833333,-26.75,"{1=3113.752941176457, 0=92515.13725490212}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e4,95372.01568627465,253.23921568627452,0.0069,76.51,7.651152502E7,-26.833333,27.875,-26.791667,24731,FW94,27.833333,2645_2750,2627DD,27.916667,-26.75,"{1=253.23921568627452, 0=95372.01568627465}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e5,95630.10196078442,,0.0069,76.51,7.651152502E7,-26.833333,27.958333,-26.791667,24732,FX94,27.916667,2645_2755,2627DD,28.0,-26.75,{0=95630.10196078442},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e6,93736.4039215695,1887.63137254902,0.0069,76.51,7.651152502E7,-26.833333,28.041667,-26.791667,24733,FY94,28.0,2645_2800,2628CC,28.083333,-26.75,"{1=1887.63137254902, 0=93736.4039215695}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e7,90686.36078431367,4937.674509803923,0.0069,76.51,7.651152502E7,-26.833333,28.125,-26.791667,24734,GZ94,28.083333,2645_2805,2628CC,28.166667,-26.75,"{1=4937.674509803923, 0=90686.36078431367}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e8,95207.63137254937,421.25882352941187,0.0069,76.51,7.651152502E7,-26.833333,28.208333,-26.791667,24735,GA94,28.166667,2645_2810,2628CC,28.25,-26.75,"{1=421.25882352941187, 0=95207.63137254937}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010e9,94946.36078431318,678.8862745098039,0.0069,76.51,7.651152502E7,-26.833333,28.291667,-26.791667,24736,GB94,28.25,2645_2815,2628CD,28.333333,-26.75,"{1=678.8862745098039, 0=94946.36078431318}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ea,95339.03529411854,285.0,0.0069,76.51,7.651152502E7,-26.833333,28.375,-26.791667,24737,GC94,28.333333,2645_2820,2628CD,28.416667,-26.75,"{1=285.0, 0=95339.03529411854}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010eb,95472.84705882358,156.03529411764706,0.0069,76.51,7.651152502E7,-26.833333,28.458333,-26.791667,24738,GD94,28.416667,2645_2825,2628CD,28.5,-26.75,"{1=156.03529411764706, 0=95472.84705882358}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ec,94643.87843137281,980.1568627450981,0.0069,76.51,7.651152502E7,-26.833333,28.541667,-26.791667,24739,GE94,28.5,2645_2830,2628DC,28.583333,-26.75,"{1=980.1568627450981, 0=94643.87843137281}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ed,95463.10196078326,165.7882352941176,0.0069,76.51,7.651152502E7,-26.833333,28.625,-26.791667,24740,GF94,28.583333,2645_2835,2628DC,28.666667,-26.75,"{1=165.7882352941176, 0=95463.10196078326}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ee,95615.24705882373,10.0,0.0069,76.51,7.651152502E7,-26.833333,28.708333,-26.791667,24741,GG94,28.666667,2645_2840,2628DC,28.75,-26.75,"{1=10.0, 0=95615.24705882373}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ef,95595.64313725439,28.392156862745097,0.0069,76.51,7.651152502E7,-26.833333,28.791667,-26.791667,24742,GH94,28.75,2645_2845,2628DD,28.833333,-26.75,"{1=28.392156862745097, 0=95595.64313725439}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f0,95156.28627451013,472.60392156862747,0.0069,76.51,7.651152502E7,-26.833333,28.875,-26.791667,24743,GI94,28.833333,2645_2850,2628DD,28.916667,-26.75,"{1=472.60392156862747, 0=95156.28627451013}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f1,95563.04313725507,61.0,0.0069,76.51,7.651152502E7,-26.833333,28.958333,-26.791667,24744,GJ94,28.916667,2645_2855,2628DD,29.0,-26.75,"{1=61.0, 0=95563.04313725507}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f2,95611.24705882439,14.0,0.0069,76.51,7.651152502E7,-26.833333,29.041667,-26.791667,24745,GK94,29.0,2645_2900,2629CC,29.083333,-26.75,"{1=14.0, 0=95611.24705882439}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f3,95556.34901960779,73.75294117647059,0.0069,76.51,7.651152502E7,-26.833333,29.125,-26.791667,24746,GL94,29.083333,2645_2905,2629CC,29.166667,-26.75,"{1=73.75294117647059, 0=95556.34901960779}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f4,95315.32156862719,307.5019607843137,0.0069,76.51,7.651152502E7,-26.833333,29.208333,-26.791667,24747,GM94,29.166667,2645_2910,2629CC,29.25,-26.75,"{1=307.5019607843137, 0=95315.32156862719}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f5,95621.04313725448,3.0,0.0069,76.51,7.651152502E7,-26.833333,29.291667,-26.791667,24748,GN94,29.25,2645_2915,2629CD,29.333333,-26.75,"{1=3.0, 0=95621.04313725448}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f6,94882.7137254903,747.3882352941175,0.0069,76.51,7.651152502E7,-26.833333,29.375,-26.791667,24749,GO94,29.333333,2645_2920,2629CD,29.416667,-26.75,"{1=747.3882352941175, 0=94882.7137254903}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f7,95516.63529411847,108.6117647058824,0.0069,76.51,7.651152502E7,-26.833333,29.458333,-26.791667,24750,GP94,29.416667,2645_2925,2629CD,29.5,-26.75,"{1=108.6117647058824, 0=95516.63529411847}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f8,95617.88235294135,11.0,0.0069,76.51,7.651152502E7,-26.833333,29.541667,-26.791667,24751,GQ94,29.5,2645_2930,2629DC,29.583333,-26.75,"{1=11.0, 0=95617.88235294135}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010f9,95502.03529411796,122.0,0.0069,76.51,7.651152502E7,-26.833333,29.625,-26.791667,24752,GR94,29.583333,2645_2935,2629DC,29.666667,-26.75,"{1=122.0, 0=95502.03529411796}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010fa,95278.03529411656,346.0,0.0069,76.51,7.651152502E7,-26.833333,29.708333,-26.791667,24753,GS94,29.666667,2645_2940,2629DC,29.75,-26.75,"{1=346.0, 0=95278.03529411656}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010fb,95578.0941176476,52.0,0.0069,76.51,7.651152502E7,-26.833333,29.791667,-26.791667,24754,GT94,29.75,2645_2945,2629DD,29.833333,-26.75,"{1=52.0, 0=95578.0941176476}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010fc,95577.03529411713,47.0,0.0069,76.51,7.651152502E7,-26.833333,29.875,-26.791667,24755,GU94,29.833333,2645_2950,2629DD,29.916667,-26.75,"{1=47.0, 0=95577.03529411713}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010fd,95624.03529411796,,0.0069,76.51,7.651152502E7,-26.833333,29.958333,-26.791667,24756,GV94,29.916667,2645_2955,2629DD,30.0,-26.75,{0=95624.03529411796},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010fe,95577.89019607779,51.0,0.0069,76.51,7.651152502E7,-26.833333,30.041667,-26.791667,24757,GW94,30.0,2645_3000,2630CC,30.083333,-26.75,"{1=51.0, 0=95577.89019607779}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000010ff,95504.03529411854,120.0,0.0069,76.51,7.651152502E7,-26.833333,30.125,-26.791667,24758,GX94,30.083333,2645_3005,2630CC,30.166667,-26.75,"{1=120.0, 0=95504.03529411854}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001100,95433.10196078444,197.0,0.0069,76.51,7.651152502E7,-26.833333,30.208333,-26.791667,24759,GY94,30.166667,2645_3010,2630CC,30.25,-26.75,"{1=197.0, 0=95433.10196078444}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001101,95579.04313725457,45.0,0.0069,76.51,7.651152502E7,-26.833333,30.291667,-26.791667,24760,HZ94,30.25,2645_3015,2630CD,30.333333,-26.75,"{1=45.0, 0=95579.04313725457}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001102,95575.04313725512,49.0,0.0069,76.51,7.651152502E7,-26.833333,30.375,-26.791667,24761,HA94,30.333333,2645_3020,2630CD,30.416667,-26.75,"{1=49.0, 0=95575.04313725512}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001103,95527.89019607859,101.0,0.0069,76.51,7.651152502E7,-26.833333,30.458333,-26.791667,24762,HB94,30.416667,2645_3025,2630CD,30.5,-26.75,"{1=101.0, 0=95527.89019607859}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001104,95590.619607844,34.627450980392155,0.0069,76.51,7.651152502E7,-26.833333,30.541667,-26.791667,24763,HC94,30.5,2645_3030,2630DC,30.583333,-26.75,"{1=34.627450980392155, 0=95590.619607844}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001105,95595.25490196086,30.0,0.0069,76.51,7.651152502E7,-26.833333,30.625,-26.791667,24764,HD94,30.583333,2645_3035,2630DC,30.666667,-26.75,"{1=30.0, 0=95595.25490196086}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001106,95621.7647058827,7.125490196078431,0.0069,76.51,7.651152502E7,-26.833333,30.708333,-26.791667,24765,HE94,30.666667,2645_3040,2630DC,30.75,-26.75,"{1=7.125490196078431, 0=95621.7647058827}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001107,95605.03529411713,19.0,0.0069,76.51,7.651152502E7,-26.833333,30.791667,-26.791667,24766,HF94,30.75,2645_3045,2630DD,30.833333,-26.75,"{1=19.0, 0=95605.03529411713}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001108,95628.88235294155,,0.0069,76.51,7.651152502E7,-26.833333,30.875,-26.791667,24767,HG94,30.833333,2645_3050,2630DD,30.916667,-26.75,{0=95628.88235294155},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001109,95625.24705882298,,0.0069,76.51,7.651152502E7,-26.833333,30.958333,-26.791667,24768,HH94,30.916667,2645_3055,2630DD,31.0,-26.75,{0=95625.24705882298},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000110a,95624.03529411797,,0.0069,76.51,7.651152502E7,-26.833333,31.041667,-26.791667,24769,HI94,31.0,2645_3100,2631CC,31.083333,-26.75,{0=95624.03529411797},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000110b,95622.10196078375,8.0,0.0069,76.51,7.651152502E7,-26.833333,31.125,-26.791667,24770,HJ94,31.083333,2645_3105,2631CC,31.166667,-26.75,"{1=8.0, 0=95622.10196078375}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000110c,95624.03529411777,,0.0069,76.51,7.651152502E7,-26.833333,31.208333,-26.791667,24771,HK94,31.166667,2645_3110,2631CC,31.25,-26.75,{0=95624.03529411777},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000110d,95624.0196078428,0.01568627450980392,0.0069,76.51,7.651152502E7,-26.833333,31.291667,-26.791667,24772,HL94,31.25,2645_3115,2631CD,31.333333,-26.75,"{1=0.01568627450980392, 0=95624.0196078428}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000110e,95621.32941176459,9.984313725490196,0.0069,76.51,7.651152502E7,-26.833333,31.375,-26.791667,24773,HM94,31.333333,2645_3120,2631CD,31.416667,-26.75,"{1=9.984313725490196, 0=95621.32941176459}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000110f,95622.04313725517,2.0,0.0069,76.51,7.651152502E7,-26.833333,31.458333,-26.791667,24774,HN94,31.416667,2645_3125,2631CD,31.5,-26.75,"{1=2.0, 0=95622.04313725517}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001110,95624.03529411854,,0.0069,76.51,7.651152502E7,-26.833333,31.541667,-26.791667,24775,HO94,31.5,2645_3130,2631DC,31.583333,-26.75,{0=95624.03529411854},"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001111,95282.06274509811,346.82745098039237,0.0069,76.51,7.651152502E7,-26.833333,31.625,-26.791667,24776,HP94,31.583333,2645_3135,2631DC,31.666667,-26.75,"{1=346.82745098039237, 0=95282.06274509811}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001112,93090.39999999985,2534.8549019607713,0.0069,76.51,7.651152502E7,-26.833333,31.708333,-26.791667,24777,HQ94,31.666667,2645_3140,2631DC,31.75,-26.75,"{1=2534.8549019607713, 0=93090.39999999985}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001113,94206.86274509832,1422.0274509803937,0.0069,76.51,7.651152502E7,-26.833333,31.791667,-26.791667,24778,HR94,31.75,2645_3145,2631DD,31.833333,-26.75,"{1=1422.0274509803937, 0=94206.86274509832}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001114,95137.21568627407,486.81960784313696,0.0069,76.51,7.651152502E7,-26.833333,31.875,-26.791667,24779,HS94,31.833333,2645_3150,2631DD,31.916667,-26.75,"{1=486.81960784313696, 0=95137.21568627407}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001115,93544.9254901969,2079.1098039215694,0.0069,76.51,7.651152502E7,-26.833333,31.958333,-26.791667,24780,HT94,31.916667,2645_3155,2631DD,32.0,-26.75,"{1=2079.1098039215694, 0=93544.9254901969}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000001116,95321.62352941203,308.4784313725491,0.0069,76.51,7.651152502E7,-26.833333,32.041667,-26.791667,24781,HU94,32.0,2645_3200,2632CC,32.083333,-26.75,"{1=308.4784313725491, 0=95321.62352941203}","{""type"":""MultiPoint"",""coordinates"":[]}"
