system:index,0,1,AREA,Area_km2,Area_m2,BOTTOM,CENTREX,CENTREY,ID,LABEL,LEFT,PENTADE,QDGC,RIGHT,TOP,histogram,.geo
0000000000000000428d,95507.80784313742,121.08235294117647,0.0069,71.2,7.11977163E7,-34.0,21.208333,-33.958333,47355,CU180,21.166667,3355_2110,3321CC,21.25,-33.916667,"{1=121.08235294117647, 0=95507.80784313742}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000428e,95624.04313725457,,0.0069,71.2,7.11977163E7,-34.0,21.291667,-33.958333,47356,CV180,21.25,3355_2115,3321CD,21.333333,-33.916667,{0=95624.04313725457},"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000428f,95602.03529411853,22.0,0.0069,71.2,7.11977163E7,-34.0,21.375,-33.958333,47357,CW180,21.333333,3355_2120,3321CD,21.416667,-33.916667,"{1=22.0, 0=95602.03529411853}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004290,95563.89019607859,65.0,0.0069,71.2,7.11977163E7,-34.0,21.458333,-33.958333,47358,CX180,21.416667,3355_2125,3321CD,21.5,-33.916667,"{1=65.0, 0=95563.89019607859}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004291,95620.06666666677,5.188235294117647,0.0069,71.2,7.11977163E7,-34.0,21.541667,-33.958333,47359,CY180,21.5,3355_2130,3321DC,21.583333,-33.916667,"{1=5.188235294117647, 0=95620.06666666677}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004292,95479.98039215655,144.06274509803922,0.0069,71.2,7.11977163E7,-34.0,21.625,-33.958333,47360,DZ180,21.583333,3355_2135,3321DC,21.666667,-33.916667,"{1=144.06274509803922, 0=95479.98039215655}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004293,95623.10196078439,7.0,0.0069,71.2,7.11977163E7,-34.0,21.708333,-33.958333,47361,DA180,21.666667,3355_2140,3321DC,21.75,-33.916667,"{1=7.0, 0=95623.10196078439}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004294,95622.03529411776,2.0,0.0069,71.2,7.11977163E7,-34.0,21.791667,-33.958333,47362,DB180,21.75,3355_2145,3321DD,21.833333,-33.916667,"{1=2.0, 0=95622.03529411776}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004295,95620.0352941173,4.0,0.0069,71.2,7.11977163E7,-34.0,21.875,-33.958333,47363,DC180,21.833333,3355_2150,3321DD,21.916667,-33.916667,"{1=4.0, 0=95620.0352941173}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004296,95625.10196078445,5.0,0.0069,71.2,7.11977163E7,-34.0,21.958333,-33.958333,47364,DD180,21.916667,3355_2155,3321DD,22.0,-33.916667,"{1=5.0, 0=95625.10196078445}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004297,95616.03529411703,8.0,0.0069,71.2,7.11977163E7,-34.0,22.041667,-33.958333,47365,DE180,22.0,3355_2200,3322CC,22.083333,-33.916667,"{1=8.0, 0=95616.03529411703}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004298,95627.88235294209,1.0,0.0069,71.2,7.11977163E7,-34.0,22.125,-33.958333,47366,DF180,22.083333,3355_2205,3322CC,22.166667,-33.916667,"{1=1.0, 0=95627.88235294209}","{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000004299,95506.6588235289,117.37647058823529,0.0069,71.2,7.11977163E7,-34.0,22.208333,-33.958333,47367,DG180,22.166667,3355_2210,3322CC,22.25,-33.916667,"{1=117.37647058823529, 0=95506.6588235289}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429a,95418.24705882439,207.0,0.0069,71.2,7.11977163E7,-34.0,22.291667,-33.958333,47368,DH180,22.25,3355_2215,3322CD,22.333333,-33.916667,"{1=207.0, 0=95418.24705882439}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429b,95240.76078431387,388.1294117647059,0.0069,71.2,7.11977163E7,-34.0,22.375,-33.958333,47369,DI180,22.333333,3355_2220,3322CD,22.416667,-33.916667,"{1=388.1294117647059, 0=95240.76078431387}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429c,95596.03529411854,28.0,0.0069,71.2,7.11977163E7,-34.0,22.458333,-33.958333,47370,DJ180,22.416667,3355_2225,3322CD,22.5,-33.916667,"{1=28.0, 0=95596.03529411854}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429d,93574.33333333286,1328.7529411764708,0.0069,70.66,7.066302236E7,-34.0,22.541667,-33.958333,47371,DK180,22.5,3355_2230,3322DC,22.583333,-33.916667,"{1=1328.7529411764708, 0=93574.33333333286}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429e,92563.60784313698,2185.8666666666663,0.0069,70.55,7.054522048E7,-34.0,22.625,-33.958333,47372,DL180,22.583333,3355_2235,3322DC,22.666667,-33.916667,"{1=2185.8666666666663, 0=92563.60784313698}","{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000429f,89222.29803921549,6401.745098039219,0.0069,71.2,7.11977163E7,-34.0,22.708333,-33.958333,47373,DM180,22.666667,3355_2240,3322DC,22.75,-33.916667,"{1=6401.745098039219, 0=89222.29803921549}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a0,89174.10588235297,6454.784313725491,0.0069,71.2,7.11977163E7,-34.0,22.791667,-33.958333,47374,DN180,22.75,3355_2245,3322DD,22.833333,-33.916667,"{1=6454.784313725491, 0=89174.10588235297}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a1,95615.03529411792,9.0,0.0069,71.2,7.11977163E7,-34.0,22.875,-33.958333,47375,DO180,22.833333,3355_2250,3322DD,22.916667,-33.916667,"{1=9.0, 0=95615.03529411792}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a2,95518.04313725459,106.0,0.0069,71.2,7.11977163E7,-34.0,22.958333,-33.958333,47376,DP180,22.916667,3355_2255,3322DD,23.0,-33.916667,"{1=106.0, 0=95518.04313725459}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a3,95630.10196078444,,0.0069,71.2,7.11977163E7,-34.0,23.041667,-33.958333,47377,DQ180,23.0,3355_2300,3323CC,23.083333,-33.916667,{0=95630.10196078444},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a4,95624.03529411713,,0.0069,71.2,7.11977163E7,-34.0,23.125,-33.958333,47378,DR180,23.083333,3355_2305,3323CC,23.166667,-33.916667,{0=95624.03529411713},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a5,95624.03529411789,,0.0069,71.2,7.11977163E7,-34.0,23.208333,-33.958333,47379,DS180,23.166667,3355_2310,3323CC,23.25,-33.916667,{0=95624.03529411789},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a6,95614.89019607737,14.0,0.0069,71.2,7.11977163E7,-34.0,23.291667,-33.958333,47380,DT180,23.25,3355_2315,3323CD,23.333333,-33.916667,"{1=14.0, 0=95614.89019607737}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a7,95231.36862745184,393.878431372549,0.0069,71.2,7.11977163E7,-34.0,23.375,-33.958333,47381,DU180,23.333333,3355_2320,3323CD,23.416667,-33.916667,"{1=393.878431372549, 0=95231.36862745184}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a8,95573.67843137294,50.11764705882353,0.0069,71.19,7.119319652E7,-34.0,23.458333,-33.958333,47382,DV180,23.416667,3355_2325,3323CD,23.5,-33.916667,"{1=50.11764705882353, 0=95573.67843137294}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042a9,83690.51764705955,386.33333333333337,0.0069,62.61,6.261130126E7,-34.0,23.541667,-33.958333,47383,DW180,23.5,3355_2330,3323DC,23.583333,-33.916667,"{1=386.33333333333337, 0=83690.51764705955}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042aa,72398.46274509736,121.30196078431374,0.0069,54.01,5.400711774E7,-34.0,23.625,-33.958333,47384,DX180,23.583333,3355_2335,3323DC,23.666667,-33.916667,"{1=121.30196078431374, 0=72398.46274509736}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ab,82182.40784313691,,0.0069,61.2,6.119783099E7,-34.0,23.708333,-33.958333,47385,DY180,23.666667,3355_2340,3323DC,23.75,-33.916667,{0=82182.40784313691},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ac,95494.89803921513,26.53333333333333,0.0069,71.12,7.112120575E7,-34.0,23.791667,-33.958333,47386,EZ180,23.75,3355_2345,3323DD,23.833333,-33.916667,"{1=26.53333333333333, 0=95494.89803921513}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ad,95623.03529411854,1.0,0.0069,71.2,7.11977163E7,-34.0,23.875,-33.958333,47387,EA180,23.833333,3355_2350,3323DD,23.916667,-33.916667,"{1=1.0, 0=95623.03529411854}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ae,95561.89019607857,67.0,0.0069,71.2,7.11977163E7,-34.0,23.958333,-33.958333,47388,EB180,23.916667,3355_2355,3323DD,24.0,-33.916667,"{1=67.0, 0=95561.89019607857}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042af,95577.04313725485,47.0,0.0069,71.2,7.11977163E7,-34.0,24.041667,-33.958333,47389,EC180,24.0,3355_2400,3324CC,24.083333,-33.916667,"{1=47.0, 0=95577.04313725485}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b0,95609.25490196023,16.0,0.0069,71.2,7.11977163E7,-34.0,24.125,-33.958333,47390,ED180,24.083333,3355_2405,3324CC,24.166667,-33.916667,"{1=16.0, 0=95609.25490196023}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b1,95622.89019607859,6.0,0.0069,71.2,7.11977163E7,-34.0,24.208333,-33.958333,47391,EE180,24.166667,3355_2410,3324CC,24.25,-33.916667,"{1=6.0, 0=95622.89019607859}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b2,95577.03529411744,47.0,0.0069,71.2,7.11977163E7,-34.0,24.291667,-33.958333,47392,EF180,24.25,3355_2415,3324CD,24.333333,-33.916667,"{1=47.0, 0=95577.03529411744}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b3,95618.89019607735,10.0,0.0069,71.2,7.11977163E7,-34.0,24.375,-33.958333,47393,EG180,24.333333,3355_2420,3324CD,24.416667,-33.916667,"{1=10.0, 0=95618.89019607735}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b4,93074.03137254926,2550.0039215686274,0.0069,71.2,7.11977163E7,-34.0,24.458333,-33.958333,47394,EH180,24.416667,3355_2425,3324CD,24.5,-33.916667,"{1=2550.0039215686274, 0=93074.03137254926}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b5,95617.24705882391,8.0,0.0069,71.2,7.11977163E7,-34.0,24.541667,-33.958333,47395,EI180,24.5,3355_2430,3324DC,24.583333,-33.916667,"{1=8.0, 0=95617.24705882391}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b6,95539.8823529421,89.0,0.0069,71.2,7.11977163E7,-34.0,24.625,-33.958333,47396,EJ180,24.583333,3355_2435,3324DC,24.666667,-33.916667,"{1=89.0, 0=95539.8823529421}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b7,95624.03529411655,,0.0069,71.2,7.11977163E7,-34.0,24.708333,-33.958333,47397,EK180,24.666667,3355_2440,3324DC,24.75,-33.916667,{0=95624.03529411655},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b8,95603.03529411797,21.0,0.0069,71.2,7.11977163E7,-34.0,24.791667,-33.958333,47398,EL180,24.75,3355_2445,3324DD,24.833333,-33.916667,"{1=21.0, 0=95603.03529411797}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042b9,95591.0941176468,39.0,0.0069,71.2,7.11977163E7,-34.0,24.875,-33.958333,47399,EM180,24.833333,3355_2450,3324DD,24.916667,-33.916667,"{1=39.0, 0=95591.0941176468}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ba,85563.14117647099,1832.792156862746,0.0069,65.08,6.507796485E7,-34.0,24.958333,-33.958333,47400,EN180,24.916667,3355_2455,3324DD,25.0,-33.916667,"{1=1832.792156862746, 0=85563.14117647099}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042bb,57242.070588235176,3458.447058823528,0.0069,45.21,4.52061334E7,-34.0,25.041667,-33.958333,47401,EO180,25.0,3355_2500,3325CC,25.083333,-33.916667,"{1=3458.447058823528, 0=57242.070588235176}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042bc,53049.6705882354,1380.6470588235295,0.0069,40.54,4.053958212E7,-34.0,25.125,-33.958333,47402,EP180,25.083333,3355_2505,3325CC,25.166667,-33.916667,"{1=1380.6470588235295, 0=53049.6705882354}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042bd,59966.066666666666,5729.768627450977,0.0069,48.93,4.892738142E7,-34.0,25.208333,-33.958333,47403,EQ180,25.166667,3355_2510,3325CC,25.25,-33.916667,"{1=5729.768627450977, 0=59966.066666666666}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042be,82621.7999999999,1890.5568627450973,0.0069,62.93,6.292825463E7,-34.0,25.291667,-33.958333,47404,ER180,25.25,3355_2515,3325CD,25.333333,-33.916667,"{1=1890.5568627450973, 0=82621.7999999999}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042bf,95619.82352941202,3.0,0.0069,71.2,7.11977163E7,-34.0,25.375,-33.958333,47405,ES180,25.333333,3355_2520,3325CD,25.416667,-33.916667,"{1=3.0, 0=95619.82352941202}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c0,95456.04313725459,168.0,0.0069,71.2,7.11977163E7,-34.0,25.458333,-33.958333,47406,ET180,25.416667,3355_2525,3325CD,25.5,-33.916667,"{1=168.0, 0=95456.04313725459}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c1,95544.30980392167,85.7921568627451,0.0069,71.2,7.11977163E7,-34.0,25.541667,-33.958333,47407,EU180,25.5,3355_2530,3325DC,25.583333,-33.916667,"{1=85.7921568627451, 0=95544.30980392167}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c2,54845.94117647103,1080.9803921568628,0.0069,41.63,4.163223113E7,-34.0,25.625,-33.958333,47408,EV180,25.583333,3355_2535,3325DC,25.666667,-33.916667,"{1=1080.9803921568628, 0=54845.94117647103}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c3,2217.580392156862,21.12549019607843,0.0069,1.66,1664157.62,-34.0,25.708333,-33.958333,47409,EW180,25.666667,3355_2540,3325DC,25.75,-33.916667,"{1=21.12549019607843, 0=2217.580392156862}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c4,5863.262745098033,1728.2313725490185,0.0069,5.65,5647676.14,-34.083333,18.291667,-34.041667,47584,BL181,18.25,3400_1815,3418AB,18.333333,-34.0,"{1=1728.2313725490185, 0=5863.262745098033}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c5,80762.29411764702,2751.929411764707,0.0069,62.13,6.212504591E7,-34.083333,18.375,-34.041667,47585,BM181,18.333333,3400_1820,3418AB,18.416667,-34.0,"{1=2751.929411764707, 0=80762.29411764702}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c6,94930.50196078427,693.5333333333333,0.0069,71.13,7.112919016E7,-34.083333,18.458333,-34.041667,47586,BN181,18.416667,3400_1825,3418AB,18.5,-34.0,"{1=693.5333333333333, 0=94930.50196078427}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c7,91005.58823529402,3682.007843137255,0.0069,70.43,7.043344609E7,-34.083333,18.541667,-34.041667,47587,BO181,18.5,3400_1830,3418BA,18.583333,-34.0,"{1=3682.007843137255, 0=91005.58823529402}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c8,81779.30196078419,37.372549019607845,0.0069,60.88,6.087915787E7,-34.083333,18.625,-34.041667,47588,BP181,18.583333,3400_1835,3418BA,18.666667,-34.0,"{1=37.372549019607845, 0=81779.30196078419}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042c9,81019.43529411757,187.72156862745095,0.0069,60.42,6.042423454E7,-34.083333,18.708333,-34.041667,47589,BQ181,18.666667,3400_1840,3418BA,18.75,-34.0,"{1=187.72156862745095, 0=81019.43529411757}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ca,93457.1254901961,682.8274509803921,0.0069,70.03,7.002784407E7,-34.083333,18.791667,-34.041667,47590,BR181,18.75,3400_1845,3418BB,18.833333,-34.0,"{1=682.8274509803921, 0=93457.1254901961}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042cb,95142.85098039237,481.18823529411765,0.0069,71.13,7.112919016E7,-34.083333,18.875,-34.041667,47591,BS181,18.833333,3400_1850,3418BB,18.916667,-34.0,"{1=481.18823529411765, 0=95142.85098039237}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042cc,95460.68235294078,167.0,0.0069,71.13,7.112919016E7,-34.083333,18.958333,-34.041667,47592,BT181,18.916667,3400_1855,3418BB,19.0,-34.0,"{1=167.0, 0=95460.68235294078}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042cd,95556.47843137241,66.35294117647058,0.0069,71.13,7.112919016E7,-34.083333,19.041667,-34.041667,47593,BU181,19.0,3400_1900,3419AA,19.083333,-34.0,"{1=66.35294117647058, 0=95556.47843137241}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ce,77707.45098039242,17915.376470588264,0.0069,71.13,7.112919016E7,-34.083333,19.125,-34.041667,47594,BV181,19.083333,3400_1905,3419AA,19.166667,-34.0,"{1=17915.376470588264, 0=77707.45098039242}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042cf,77755.3921568628,17873.49803921566,0.0069,71.13,7.112919016E7,-34.083333,19.208333,-34.041667,47595,BW181,19.166667,3400_1910,3419AA,19.25,-34.0,"{1=17873.49803921566, 0=77755.3921568628}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d0,76617.98823529395,19006.047058823493,0.0069,71.13,7.112919016E7,-34.083333,19.291667,-34.041667,47596,BX181,19.25,3400_1915,3419AB,19.333333,-34.0,"{1=19006.047058823493, 0=76617.98823529395}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d1,95195.83137254899,427.0,0.0069,71.13,7.112919016E7,-34.083333,19.375,-34.041667,47597,BY181,19.333333,3400_1920,3419AB,19.416667,-34.0,"{1=427.0, 0=95195.83137254899}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d2,95551.68235294119,76.0,0.0069,71.13,7.112919016E7,-34.083333,19.458333,-34.041667,47598,CZ181,19.416667,3400_1925,3419AB,19.5,-34.0,"{1=76.0, 0=95551.68235294119}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d3,95571.8352941173,51.0,0.0069,71.13,7.112919016E7,-34.083333,19.541667,-34.041667,47599,CA181,19.5,3400_1930,3419BA,19.583333,-34.0,"{1=51.0, 0=95571.8352941173}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d4,95596.03529411773,28.0,0.0069,71.13,7.112919016E7,-34.083333,19.625,-34.041667,47600,CB181,19.583333,3400_1935,3419BA,19.666667,-34.0,"{1=28.0, 0=95596.03529411773}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d5,95595.84313725521,31.84313725490196,0.0069,71.13,7.112919016E7,-34.083333,19.708333,-34.041667,47601,CC181,19.666667,3400_1940,3419BA,19.75,-34.0,"{1=31.84313725490196, 0=95595.84313725521}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d6,95616.8352941173,6.0,0.0069,71.13,7.112919016E7,-34.083333,19.791667,-34.041667,47602,CD181,19.75,3400_1945,3419BB,19.833333,-34.0,"{1=6.0, 0=95616.8352941173}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d7,95569.90980392174,58.984313725490196,0.0069,71.13,7.112919016E7,-34.083333,19.875,-34.041667,47603,CE181,19.833333,3400_1950,3419BB,19.916667,-34.0,"{1=58.984313725490196, 0=95569.90980392174}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d8,95448.05882352951,175.9843137254902,0.0069,71.13,7.112919016E7,-34.083333,19.958333,-34.041667,47604,CF181,19.916667,3400_1955,3419BB,20.0,-34.0,"{1=175.9843137254902, 0=95448.05882352951}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042d9,95532.27450980413,91.76470588235294,0.0069,71.13,7.112919016E7,-34.083333,20.041667,-34.041667,47605,CG181,20.0,3400_2000,3420AA,20.083333,-34.0,"{1=91.76470588235294, 0=95532.27450980413}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042da,95626.68235294089,1.0,0.0069,71.13,7.112919016E7,-34.083333,20.125,-34.041667,47606,CH181,20.083333,3400_2005,3420AA,20.166667,-34.0,"{1=1.0, 0=95626.68235294089}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042db,95511.83137254938,111.0,0.0069,71.13,7.112919016E7,-34.083333,20.208333,-34.041667,47607,CI181,20.166667,3400_2010,3420AA,20.25,-34.0,"{1=111.0, 0=95511.83137254938}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042dc,95409.83137254938,213.0,0.0069,71.13,7.112919016E7,-34.083333,20.291667,-34.041667,47608,CJ181,20.25,3400_2015,3420AB,20.333333,-34.0,"{1=213.0, 0=95409.83137254938}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042dd,95209.88627450966,419.0,0.0069,71.13,7.112919016E7,-34.083333,20.375,-34.041667,47609,CK181,20.333333,3400_2020,3420AB,20.416667,-34.0,"{1=419.0, 0=95209.88627450966}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042de,95336.831372549,286.0,0.0069,71.13,7.112919016E7,-34.083333,20.458333,-34.041667,47610,CL181,20.416667,3400_2025,3420AB,20.5,-34.0,"{1=286.0, 0=95336.831372549}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042df,94312.68235294119,1315.0,0.0069,71.13,7.112919016E7,-34.083333,20.541667,-34.041667,47611,CM181,20.5,3400_2030,3420BA,20.583333,-34.0,"{1=1315.0, 0=94312.68235294119}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e0,95416.8352941173,206.0,0.0069,71.13,7.112919016E7,-34.083333,20.625,-34.041667,47612,CN181,20.583333,3400_2035,3420BA,20.666667,-34.0,"{1=206.0, 0=95416.8352941173}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e1,95514.0431372547,110.0,0.0069,71.13,7.112919016E7,-34.083333,20.708333,-34.041667,47613,CO181,20.666667,3400_2040,3420BA,20.75,-34.0,"{1=110.0, 0=95514.0431372547}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e2,95583.89019607898,45.0,0.0069,71.13,7.112919016E7,-34.083333,20.791667,-34.041667,47614,CP181,20.75,3400_2045,3420BB,20.833333,-34.0,"{1=45.0, 0=95583.89019607898}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e3,95605.83529411729,17.0,0.0069,71.13,7.112919016E7,-34.083333,20.875,-34.041667,47615,CQ181,20.833333,3400_2050,3420BB,20.916667,-34.0,"{1=17.0, 0=95605.83529411729}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e4,95570.83529411764,52.0,0.0069,71.13,7.112919016E7,-34.083333,20.958333,-34.041667,47616,CR181,20.916667,3400_2055,3420BB,21.0,-34.0,"{1=52.0, 0=95570.83529411764}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e5,95600.68235294148,27.0,0.0069,71.13,7.112919016E7,-34.083333,21.041667,-34.041667,47617,CS181,21.0,3400_2100,3421AA,21.083333,-34.0,"{1=27.0, 0=95600.68235294148}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e6,94894.65490196095,729.3803921568629,0.0069,71.13,7.112919016E7,-34.083333,21.125,-34.041667,47618,CT181,21.083333,3400_2105,3421AA,21.166667,-34.0,"{1=729.3803921568629, 0=94894.65490196095}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e7,95511.58039215674,116.10588235294117,0.0069,71.13,7.112919016E7,-34.083333,21.208333,-34.041667,47619,CU181,21.166667,3400_2110,3421AA,21.25,-34.0,"{1=116.10588235294117, 0=95511.58039215674}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e8,95578.08235294154,44.74509803921569,0.0069,71.13,7.112919016E7,-34.083333,21.291667,-34.041667,47620,CV181,21.25,3400_2115,3421AB,21.333333,-34.0,"{1=44.74509803921569, 0=95578.08235294154}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042e9,95563.71372549018,59.11764705882353,0.0069,71.13,7.112919016E7,-34.083333,21.375,-34.041667,47621,CW181,21.333333,3400_2120,3421AB,21.416667,-34.0,"{1=59.11764705882353, 0=95563.71372549018}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ea,95621.68235294078,6.0,0.0069,71.13,7.112919016E7,-34.083333,21.458333,-34.041667,47622,CX181,21.416667,3400_2125,3421AB,21.5,-34.0,"{1=6.0, 0=95621.68235294078}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042eb,95595.03921568638,29.0,0.0069,71.13,7.112919016E7,-34.083333,21.541667,-34.041667,47623,CY181,21.5,3400_2130,3421BA,21.583333,-34.0,"{1=29.0, 0=95595.03921568638}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ec,95551.83137254938,71.0,0.0069,71.13,7.112919016E7,-34.083333,21.625,-34.041667,47624,DZ181,21.583333,3400_2135,3421BA,21.666667,-34.0,"{1=71.0, 0=95551.83137254938}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ed,95393.26274509783,235.63529411764705,0.0069,71.13,7.112919016E7,-34.083333,21.708333,-34.041667,47625,DA181,21.666667,3400_2140,3421BA,21.75,-34.0,"{1=235.63529411764705, 0=95393.26274509783}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ee,95621.47058823526,1.3607843137254902,0.0069,71.13,7.112919016E7,-34.083333,21.791667,-34.041667,47626,DB181,21.75,3400_2145,3421BB,21.833333,-34.0,"{1=1.3607843137254902, 0=95621.47058823526}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042ef,95622.82745098074,,0.0069,71.13,7.112919016E7,-34.083333,21.875,-34.041667,47627,DC181,21.833333,3400_2150,3421BB,21.916667,-34.0,{0=95622.82745098074},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042f0,95628.89411764691,,0.0069,71.13,7.112919016E7,-34.083333,21.958333,-34.041667,47628,DD181,21.916667,3400_2155,3421BB,22.0,-34.0,{0=95628.89411764691},"{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042f1,95599.83529411745,23.0,0.0069,71.13,7.112919016E7,-34.083333,22.041667,-34.041667,47629,DE181,22.0,3400_2200,3422AA,22.083333,-34.0,"{1=23.0, 0=95599.83529411745}","{""type"":""MultiPoint"",""coordinates"":[]}"
000000000000000042f2,94632.16470588266,955.6196078431373,0.0069,71.1,7.109998254E7,-34.083333,22.125,-34.041667,47630,DF181,22.083333,3400_2205,3422AA,22.166667,-34.0,"{1=955.6196078431373, 0=94632.16470588266}","{""type"":""MultiPoint"",""coordinates"":[]}"
