species_id,common_name,taxonomic_name,method,biome,biome_dom_perc,presences,absences,perc_pres
870,"Chaffinch, Common",Fringilla coelebs,perc_pres,Fynbos,100,1193,29350,3.90596863438431
874,"Bunting, Golden-breasted",Emberiza flaviventris,perc_pres,Savanna,55,21861,55643,28.2062861271676
883,"Heron, Malagasy Pond",Ardeola idae,perc_pres,Savanna,100,17,77487,0.0219343517753922
885,-,Spatula querquedula,perc_pres,Grassland,100,1,65366,0.00152982391726712
886,"Pintail, Northern",Anas acuta,perc_pres,Grassland,100,1,65366,0.00152982391726712
892,"Flufftail, Streaky-breasted",Sarothrura boehmi,perc_pres,Savanna,100,13,77491,0.0167733278282411
9,"Albatross, Grey-headed",Thalassarche chrysostoma,perc_pres,Fynbos,100,1,30540,0.00327428702400052
901,"Gull, Sabine's",Xema sabini,perc_pres,Fynbos,67,57,30486,0.186622139279049
902,"Tern, Gull-billed",Gelochelidon nilotica,perc_pres,Savanna,67,32,77472,0.0412881915772089
91,"Duck, Knob-billed",Sarkidiornis melanotos,perc_pres,Savanna,68,3885,73614,5.01296790926335
928,"Pipit, Mountain",Anthus hoeschi,perc_pres,Grassland,98,190,65177,0.290666544280753
938,"Tern, White-cheeked",Sterna repressa,perc_pres,Indian Ocean Coastal Belt,100,5,5138,0.0972195216799533
974,"Duck, Hybrid Red/Yellow-billed",Anas erythroryncha/undulata,perc_pres,Grassland,60,6,65362,0.00917880308407784
977,"Boubou, Ethiopian",Laniarius aethiopicus,perc_pres,Savanna,73,457,77048,0.589639378104638
980,"Partridge, Chukar",Alectoris chukar,perc_pres,Fynbos,100,158,30385,0.517303473791049
984,"Petrel, Northern Giant",Macronectes halli,perc_pres,Fynbos,83,36,30507,0.117866614281505
985,"Stint, Temminck's",Calidris temminckii,perc_pres,Fynbos,100,96,30447,0.314310971417346
987,"Penguin, King",Aptenodytes patagonicus,perc_pres,Fynbos,100,4,30539,0.0130962904757228
